,Article Type,URL,Has Tweet Source?,Location Tweet Source
141,in-the-red,https://www.abc.net.au/news/2013-08-23/katter-wrong-on-gun-deaths/4904576,False,
142,in-the-red,https://www.abc.net.au/news/2013-08-14/kevin-rudd-70-billion-black-hole-claim-not-credible/4871852,False,
143,in-the-red,https://www.abc.net.au/news/2013-08-14/michelle-rowland-incorrect-coalition-costings/4865274,False,
144,in-the-green,https://www.abc.net.au/news/2020-11-19/fact-check-humanities-science-graduates-uni-fee-changes/12822186,False,
145,in-the-green,https://www.abc.net.au/news/2020-08-13/fact-check-budget-debt-coronavirus-pandemic/12545628,False,
146,in-the-green,https://www.abc.net.au/news/2020-07-02/fact-check-scott-morrison-slavery-nsw-australia/12407280,False,
147,in-the-green,https://www.abc.net.au/news/2020-02-04/fact-check-facial-recognition-darker-skin/11781192,False,
148,in-the-green,https://www.abc.net.au/news/2020-01-31/fact-check-have-bushfires-killed-more-than-a-billion-animals/11912538,False,
149,in-the-green,https://www.abc.net.au/news/2020-01-22/prescribed-burning-nsw-backburning-hazard-reduction/11878316,False,
150,in-the-green,https://www.abc.net.au/news/2019-10-10/fact-check3a-is-australia-the-only-first-world-nation-with-a-c/11583706,False,
151,in-the-green,https://www.abc.net.au/news/2019-08-01/fact-check-economic-growth-global-financial-crisis/11367650,False,
152,in-the-green,https://www.abc.net.au/news/2019-07-17/fact-check-australia-paid-parental-leave/11270456,False,
153,in-the-green,https://www.abc.net.au/news/2019-06-05/fact-check-scott-morrisons-cabinet-contain-record-women/11155528,False,
154,in-the-green,https://www.abc.net.au/news/2019-05-15/federal-election-fact-check-childcare-costs/11111848,False,
155,in-the-green,https://www.abc.net.au/news/2019-05-13/federal-election-fact-check-underemployment-shorten/11102694,False,
156,in-the-green,https://www.abc.net.au/news/2019-05-03/fact-check-electric-cars-australia-vs-oecd/11072962,False,
157,in-the-green,https://www.abc.net.au/news/2019-03-07/fact-check-greens-nsw-homelessness-increase-housing-nsw-election/10872362,True,"['tweeted', 'NSW Greens MP David Shoebridge tweeted that ""homelessness has jumped by more than 30 per cent in five years"".', 'David Shoebridge tweet, February 18, 2019']"
158,in-the-green,https://www.abc.net.au/news/2019-02-22/fact-check-have-homeownership-rates-for-young-people-dropped/10821084,False,
159,in-the-green,https://www.abc.net.au/news/2019-02-20/fact-check-five-mcgs-of-native-forests-logged-in-victoria/10780846,False,
160,in-the-green,https://www.abc.net.au/news/2018-09-05/fact-check-sudanese-gangs-victoria/10187550,False,
161,in-the-green,https://www.abc.net.au/news/2018-07-27/fact-check-has-a-government-not-taken-a-seat-from-an-opp/10003610,False,
162,in-the-green,https://www.abc.net.au/news/2018-07-25/fact-check-is-the-government-spending-record-amounts-on-health/9989808,False,
163,in-the-green,https://www.abc.net.au/news/2018-06-14/fact-check-is-wage-theft-a-mortal-sin/9841392,True,"['Secretary of the Australian Council of Trade Unions, Sally McManus, tweeted that the Pope had declared wage theft a mortal sin, and that the repercussions were eternal punishment.', 'In her tweet, The ACTU\'s Ms McManus claimed that mortal sin attracted ""eternal punishment"".']"
164,in-the-green,https://www.abc.net.au/news/2018-05-25/fact-check-has-foreign-aid-budget-been-cut-five-years-running/9783098,True,['tweeted']
165,in-the-green,https://www.abc.net.au/news/2018-05-17/fact-check-can-high-court-justices-be-dual-citizens/9748320,False,
166,in-the-green,https://www.abc.net.au/news/2018-05-02/fact-check-is-tax-to-gdp-lower-now-than-howard-years/9705324,False,
167,in-the-green,https://www.abc.net.au/news/2018-04-17/fact-check-casualisation/9654334,False,
168,in-the-green,https://www.abc.net.au/news/2018-03-16/fact-check-are-there-less-young-people-in-sa-today-than-1982/9544192,False,
169,in-the-green,https://www.abc.net.au/news/2018-02-16/fact-check-is-labors-susan-lamb-a-uk-citizen/9416516,False,
170,in-the-green,https://www.abc.net.au/news/2018-02-12/fact-check-does-tasmania-have-weakest-political-donation-laws/9407872,False,
171,in-the-green,https://www.abc.net.au/news/2017-08-22/fact-check-same-sex-marriage-postal-survey/8826300,False,
172,in-the-green,https://www.abc.net.au/news/2017-08-03/fact-check-is-it-cheaper-to-fly-overseas-than-alice-springs/8754958,False,
173,in-the-green,https://www.abc.net.au/news/2017-08-02/fact-check-women-education-gender-pay-gap/8760614,False,
174,in-the-green,https://www.abc.net.au/news/2016-06-27/fact-check-coalitions-record-on-refugees/7541522,False,
175,in-the-green,https://www.abc.net.au/news/2016-06-21/fact-check-australias-internet-speed-rank/7509352,False,
176,in-the-green,https://www.abc.net.au/news/2016-05-27/fact-check-bulk-billing-rates/7437786,False,
177,in-the-green,https://www.abc.net.au/news/2016-04-13/are-indigenous-kids-ten-times-more-likely-to-live-out-of-home/7177866,False,
178,in-the-green,https://www.abc.net.au/news/2016-04-03/fact-check-does-womens-big-bash-league-outrate-the-a-league/7253846,False,
179,in-the-green,https://www.abc.net.au/news/2016-03-23/fact-check-457-workers/7232258,False,
180,in-the-green,https://www.abc.net.au/news/2016-02-15/fact-check-how-many-australians-are-in-poverty/7120278,False,
181,in-the-green,https://www.abc.net.au/news/2015-12-10/do-the-nationals-represent-australias-poorest-electorates/6952166,False,
182,in-the-green,https://www.abc.net.au/news/2015-11-27/fact-check-is-australias-export-coal-cleaner/6952190,False,
183,in-the-green,https://www.abc.net.au/news/2015-09-29/fact-check-syria-largest-refugee-intake-julie-bishop/6786074,False,
184,in-the-green,https://www.abc.net.au/news/2015-08-26/shenhua-watermark-coal-mine-barnaby-joyce-fact-check/6660140,False,
185,in-the-green,https://www.abc.net.au/news/2015-08-19/fact-check-does-australia-have-one-of-the-highest-extinction/6691026,False,
186,in-the-green,https://www.abc.net.au/news/2015-08-12/china-free-trade-agreement-cost-australian-jobs-fact-check/6653214,False,
187,in-the-green,https://www.abc.net.au/news/2015-08-10/solar-coverage-fact-check-is-australia-sunniest-continent/6659316,False,
188,in-the-green,https://www.abc.net.au/news/2015-07-30/fact-check-rate-of-gst/6650406,False,
189,in-the-green,https://www.abc.net.au/news/2015-07-14/cost-of-offshore-processing-united-nations-fact-check/6609764,False,
190,in-the-green,https://www.abc.net.au/news/2015-07-07/fact-check-paying-people-smugglers-to-turn-back-boats-illegal/6566184,False,
191,in-the-green,https://www.abc.net.au/news/2015-06-17/fact-check-indigenous-children-incarceration-rates/6511162,False,
192,in-the-green,https://www.abc.net.au/news/2015-02-26/fact-check3a-does-the-death-penalty-deter3f/6116030,False,
193,in-the-green,https://www.abc.net.au/news/2015-02-23/triggs-detention/6083476,False,
194,in-the-green,https://www.abc.net.au/news/2015-01-29/fact-check3a-job-losses-in-queensland/6030880,False,
195,in-the-green,https://www.abc.net.au/news/2014-11-25/denis-napthine-improved-train-punctuality-fact-check/5906684,False,
196,in-the-green,https://www.abc.net.au/news/2014-11-07/decide-on-a-site-for-a-second-sydney-airport-promise-check/5868002,False,
197,in-the-green,https://www.abc.net.au/news/2014-10-30/de-facto-separation-and-divorce-rates-fact-check/5844998,False,
198,in-the-green,https://www.abc.net.au/news/2014-10-14/journalists-face-jail-for-exposing-security-agency-bungles/5776504,False,
199,in-the-green,https://www.abc.net.au/news/2014-10-07/adam-bandt-research-development-spending-claim-checks-out/5789134,False,
200,in-the-green,https://www.abc.net.au/news/2014-09-19/tony-abbott-new-jobs-fact-check/5730052,False,
201,in-the-green,https://www.abc.net.au/news/2014-09-08/julie-bishop-correct-on-australia-history-at-war/5710696,False,
202,in-the-green,https://www.abc.net.au/news/2014-09-07/75-per-cent-of-species-unknown-fact-check/5649858,False,
203,in-the-green,https://www.abc.net.au/news/2014-08-31/australia-not-the-food-bowl-of-asia/5680282,False,
204,in-the-green,https://www.abc.net.au/news/2014-08-28/labor-blocking-five-billion-of-own-savings-measures/5684750,False,
205,in-the-green,https://www.abc.net.au/news/2014-08-05/is-the-disability-support-pension-a-set-and-forget-payment/5581884,False,
206,in-the-green,https://www.abc.net.au/news/2014-07-27/commission-of-audit-promise-check/5391392,False,
207,in-the-green,https://www.abc.net.au/news/2014-07-27/emissions-reduction-fund-promise-check/5430108,False,
208,in-the-green,https://www.abc.net.au/news/2014-07-27/judicial-inquiry-union-governance-corruption-promise-check/5494732,False,
209,in-the-green,https://www.abc.net.au/news/2014-07-27/compensation-for-terrorism-victims-promise-check/5522386,False,
210,in-the-green,https://www.abc.net.au/news/2014-07-27/apprentice-loan-promise-check/5519824,False,
211,in-the-green,https://www.abc.net.au/news/2014-07-27/establish-a-seniors-employment-incentive-payment-promise-check/5525944,False,
212,in-the-green,https://www.abc.net.au/news/2014-07-27/nbn-reviews-promise-check/5546266,False,
213,in-the-green,https://www.abc.net.au/news/2014-07-27/future-of-financial-advice-reforms-promise-check/5566446,False,
214,in-the-green,https://www.abc.net.au/news/2014-07-27/sale-of-medibank-private-promise-check/5392384,False,
215,in-the-green,https://www.abc.net.au/news/2014-06-12/joe-hockey-one-billion-a-month-interest-fact-check/5478480,False,
216,in-the-green,https://www.abc.net.au/news/2014-06-04/will-the-fuel-excise-change-cost-families-only-40c-a-week/5457202,False,
217,in-the-green,https://www.abc.net.au/news/2014-05-26/is-cambodia-engulfed-in-human-rights-crisis/5446002,False,
218,in-the-green,https://www.abc.net.au/news/2014-05-20/tim-costell-correct-on-budget-foreign-aid-cuts/5452698,False,
219,in-the-green,https://www.abc.net.au/news/2014-05-08/does-australia-have-a-revenue-problem/5420474,False,
220,in-the-green,https://www.abc.net.au/news/2014-05-06/has-the-government-doubled-the-budget-deficit/5423392,False,
221,in-the-green,https://www.abc.net.au/news/2014-04-22/abolish-the-mining-tax-promise-check/5349376,False,
222,in-the-green,https://www.abc.net.au/news/2014-04-22/home-insulation-inquiry-promise-check/5352742,False,
223,in-the-green,https://www.abc.net.au/news/2014-04-22/indigenous-affairs-prime-minister-cabinet-promise-check/5601000,False,
